t_sec,phase,kind,phase_elapsed_sec,evaluated_component,repeat,desired_x,desired_y,desired_z,desired_vx,desired_vy,desired_vz,desired_yaw,actual_x,actual_y,actual_z,actual_vx_world,actual_vy_world,actual_vz,actual_yaw,target_x,target_y,target_yaw,denominator,position_error_m,velocity_error_mps,yaw_error_rad,velocity_parallel_mps,velocity_cross_mps,cross_track_error_m,along_track_distance_m,E_pos_percent,E_vel_percent,E_yaw_percent
0.00016520032659173012,p0_prehold,hold,4.400033503770828e-06,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.047874450683594,16.021127700805664,10.093229293823242,-0.009445138266915036,-0.02068484283054292,-0.09796936489895954,0.47129193992258805,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.10097557539120317,p0_prehold,hold,0.1005433751270175,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.04358673095703,16.018478393554688,10.094057083129883,-0.059330341940303934,-0.02591150181633191,-0.07365791792544998,0.47283303978226393,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.20236765313893557,p0_prehold,hold,0.20197795238345861,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.036006927490234,16.016197204589844,10.094818115234375,-0.05596820471326376,-0.008954897399773263,-0.0949415624433245,0.47239627515817295,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.30303582828491926,p0_prehold,hold,0.3028086284175515,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.02918243408203,16.014543533325195,10.09504508972168,-0.05076784998297546,-0.016948804073871178,-0.07800715214750299,0.4734051032455539,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.4035942032933235,p0_prehold,hold,0.4033502032980323,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.02410125732422,16.012388229370117,10.095191955566406,-0.008670617543359908,-0.012052242364841911,-0.09393510125877447,0.47401178457485854,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.5044009792618454,p0_prehold,hold,0.5039991782978177,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.02183532714844,16.010822296142578,10.09408950805664,-0.0027323593857493085,-0.0047432569782453055,-0.09019604977260412,0.47409638418488004,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.6049933540634811,p0_prehold,hold,0.6047470541670918,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.02004623413086,16.010631561279297,10.092781066894531,0.007616676325571249,0.017844455397427173,-0.09443533303842915,0.473400091695378,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.7065324322320521,p0_prehold,hold,0.7061677314341068,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.019134521484375,16.012147903442383,10.090861320495605,0.013728734492920794,0.02668669684241389,-0.09433766737287669,0.4732213739542731,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.8073460082523525,p0_prehold,hold,0.8071225071325898,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.01915740966797,16.014148712158203,10.089349746704102,0.024386667129708658,0.02383683264503304,-0.09377961387434204,0.47236192774521885,55.0,16.0,0.46992794268653587,,,,,,,,,,,
0.9084957842715085,p0_prehold,hold,0.9082237831316888,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.01962661743164,16.015506744384766,10.088276863098145,0.023665405003260934,0.01912814995629586,-0.10326513185959253,0.47152843903206487,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.0090872594155371,p0_prehold,hold,1.008840859401971,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.01877212524414,16.01632308959961,10.08762264251709,-0.0026975298587247243,0.013483158078780453,-0.09314334946959851,0.47112368188466264,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.109903635457158,p0_prehold,hold,1.1095420341007411,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.01605224609375,16.016799926757812,10.08674144744873,-0.020197317513390392,0.009268350300764876,-0.09834593632429287,0.47099011554194686,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.2107358113862574,p0_prehold,hold,1.2105109114199877,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.01044464111328,16.01577377319336,10.086381912231445,-0.04885694499672388,-0.016795358002894844,-0.08067529068914452,0.4714543434057161,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.3118907883763313,p0_prehold,hold,1.3116184873506427,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,55.002323150634766,16.01129150390625,10.085989952087402,-0.05095157784902805,-0.0436494289410948,-0.07488220887794221,0.47135019626584035,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.4126749644055963,p0_prehold,hold,1.4121793643571436,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.996089935302734,16.006189346313477,10.085026741027832,-0.03603073725222365,-0.036977952422831875,-0.09981002512812925,0.4710045663179465,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.513808441348374,p0_prehold,hold,1.513224040158093,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.9901237487793,16.002426147460938,10.08405590057373,-0.05389904019616436,-0.022605890071737855,-0.07178704780236479,0.4716500867758381,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.615235519129783,p0_prehold,hold,1.6150040193460882,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.98367691040039,16.001054763793945,10.082720756530762,-0.030932512600324688,0.011924129680002128,-0.09592766502056087,0.4706816886091381,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.718061198014766,p0_prehold,hold,1.7167606963776052,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.97937774658203,16.001909255981445,10.081316947937012,-0.018656338396529387,0.017263873167943613,-0.0681273975453485,0.471429842968629,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.8191357753239572,p0_prehold,hold,1.8188369744457304,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.97819137573242,16.00385856628418,10.07946491241455,0.031510339212261096,0.028391912396466268,-0.08480790903972579,0.47135654667720606,55.0,16.0,0.46992794268653587,,,,,,,,,,,
1.9196727513335645,p0_prehold,hold,1.919435950461775,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.97989273071289,16.00621223449707,10.077300071716309,0.0334728385722115,0.02607292632716382,-0.07007760743977844,0.471312481443622,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.0206133271567523,p0_prehold,hold,2.0203665271401405,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.982521057128906,16.009361267089844,10.075586318969727,0.04499451922002828,0.037263388551934146,-0.07781361664391158,0.4705613925109843,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.121297603007406,p0_prehold,hold,2.120870203245431,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.98512268066406,16.01275062561035,10.073946952819824,0.035863987970013715,0.02970203440530169,-0.07131381505765688,0.4706758776942035,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.2219540793448687,p0_prehold,hold,2.2215202790685,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.988197326660156,16.01578140258789,10.073026657104492,0.05048700965052984,0.022150868169704,-0.07314021270819283,0.47037602261455996,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.322720055002719,p0_prehold,hold,2.3224370554089546,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.99150466918945,16.01755142211914,10.0721435546875,0.03672469519831301,0.003497825423838632,-0.07123733992827809,0.46927225189583865,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.4234212334267795,p0_prehold,hold,2.4231357323005795,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.99315643310547,16.01786231994629,10.07193374633789,0.011750208420030526,-0.008051579898719503,-0.06887077141087664,0.46879348242464325,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.5266505144536495,p0_prehold,hold,2.526386813260615,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.992000579833984,16.01715660095215,10.071501731872559,-0.018692233264214247,-0.020580040519381157,-0.06913239100892624,0.46982953994175186,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.627212089020759,p0_prehold,hold,2.6269398890435696,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.98857116699219,16.015384674072266,10.071105003356934,-0.020397503888301423,-0.02594193735162953,-0.06913947234278434,0.4708070983095193,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.728316667024046,p0_prehold,hold,2.7280658674426377,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.98653030395508,16.01351547241211,10.069961547851562,0.0019479411603715822,-0.02509749076840268,-0.08085954139169371,0.4717256582144372,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.828985343221575,p0_prehold,hold,2.828716743271798,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.98653793334961,16.01189613342285,10.068785667419434,0.02056209203896401,-0.014505298532393907,-0.07057557484019168,0.47184655671654113,55.0,16.0,0.46992794268653587,,,,,,,,,,,
2.929614019114524,p0_prehold,hold,2.929358019027859,,0,55.0,16.0,10.0,0.0,0.0,0.0,0.46992794268653587,54.98798751831055,16.012100219726562,10.067481994628906,0.03058643409652673,0.010758609468285699,-0.08592135906965839,0.47228615135067037,55.0,16.0,0.46992794268653587,,,,,,,,,,,
3.032398400362581,velocity_2mps_window_01_A_to_B,velocity,1.1499971151351929e-05,E_vel,1,54.99997559633208,16.000003179631,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.98969268798828,16.014572143554688,10.066770553588867,0.028417907998467665,0.027399442269875007,-0.06723420801391335,0.4715970576504962,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,2.024639682851817,,-0.024639682851816756,-0.03084141632077672,-0.013118289853736927,0.01210365729846499,,101.23198414259085,
3.133349777199328,velocity_2mps_window_01_A_to_B,velocity,0.10107017820701003,E_vel,1,54.785522673636,16.027944928516483,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.99240493774414,16.018409729003906,10.066363334655762,0.05489496951908413,0.039607041210749955,-0.05714134940994023,0.4704317343021252,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,2.0493175894101276,,-0.04931758941012768,-0.046367561578600204,-0.017274135887633286,0.00990996074680553,,102.46587947050638,
3.234211554285139,velocity_2mps_window_01_A_to_B,velocity,0.20177875412628055,E_vel,1,54.57181269025346,16.055789877491407,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.99506759643555,16.025684356689453,10.076048851013184,0.00512981465677298,0.0956805619411655,0.10456367275996578,0.4835161435219662,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,1.9927247851861836,,0.0072752148138164755,-0.09554138465190293,-0.02483180906902149,0.008209509232186009,,99.63623925930918,
3.3349007312208414,velocity_2mps_window_01_A_to_B,velocity,0.30257733119651675,E_vel,1,54.35791171872217,16.08365971091568,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.98756790161133,16.044219970703125,10.09082317352295,-0.13128818050486038,0.2424190530033035,0.1604389371090112,0.5246594137040241,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,1.83849141544498,,0.16150858455501987,-0.2234246197587214,-0.04224309642694758,0.018041166359037283,,91.924570772249,
3.4354938082396984,velocity_2mps_window_01_A_to_B,velocity,0.40319380816072226,E_vel,1,54.14439717516168,16.111479195418674,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.95528793334961,16.08243179321289,10.102453231811523,-0.43039500815958376,0.3941764488288768,0.26768020239797585,0.6066004926656917,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,1.5222843558373524,,0.47771564416264745,-0.3352651177535459,-0.07596403593442054,0.054987586608213665,,76.11421779186762,
3.5366539862006903,velocity_2mps_window_01_A_to_B,velocity,0.5042507871985435,E_vel,1,53.929947858271575,16.139420474492304,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.89405059814453,16.12984848022461,10.10650634765625,-0.7695955839699863,0.4701515935283391,0.3003289176667022,0.682687091691012,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,1.1761107472307837,,0.8238892527692163,-0.36677838395238455,-0.11507136501964689,0.12183794369032808,,58.80553736153919,
3.6373111633583903,velocity_2mps_window_01_A_to_B,velocity,0.6050106640905142,E_vel,1,53.716129010972296,16.167279607690904,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.79132080078125,16.1818904876709,10.105152130126953,-1.120749033888147,0.4191924401025191,0.2921197488634285,0.7476000620456659,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,0.8344844990277489,,1.165515500972251,-0.2708769384678611,-0.15340437542084878,0.23043058671425387,,41.72422495138745,
3.7388628413900733,velocity_2mps_window_01_A_to_B,velocity,0.7064222418703139,E_vel,1,53.50092721306889,16.195318929893304,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.67164611816406,16.21892547607422,10.101893424987793,-1.311118562188015,0.2889978944383905,0.11914544230884204,0.8054366777308187,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,0.6625318475262361,,1.337468152473764,-0.11717767800313927,-0.1746668516678752,0.35388716664988656,,33.126592376311805,
3.8403692203573883,velocity_2mps_window_01_A_to_B,velocity,0.8078816197812557,E_vel,1,53.2856239802565,16.223371468370487,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.53045654296875,16.24101448059082,10.099342346191406,-1.3559268739599333,0.11562952141802663,0.03010368786411781,0.8746105959737526,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,0.6404984843535708,,1.3595015156464292,0.060526875891461024,-0.1783288673898382,0.4967472727159935,,32.02492421767854,
3.9415642973035574,velocity_2mps_window_01_A_to_B,velocity,0.9090876970440149,E_vel,1,53.07085826747973,16.251353971663878,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.401824951171875,16.249311447143555,10.099884986877441,-1.2777349247892746,0.03945390441207475,-0.0682180561608792,0.9531091189827845,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,0.7278770341062486,,1.2721229658937514,0.12596153478461308,-0.16993694953612537,0.6253727047926695,,36.39385170531243,
4.043062676209956,velocity_2mps_window_01_A_to_B,velocity,1.0098717748187482,E_vel,1,52.8569880643728,16.279219796172924,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.271263122558594,16.253210067749023,10.10346508026123,-1.1847679796339587,0.02019686233449347,2.1041943432619642e-05,1.0242741042246197,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,0.8225527996560034,,1.1774472003439966,0.1330457410674035,-0.15693416214241224,0.7553439241201158,,41.12763998280017,
4.144499654415995,velocity_2mps_window_01_A_to_B,velocity,1.1121999537572265,E_vel,1,52.63984118069491,16.30751254974659,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.15784454345703,16.25883674621582,10.108915328979492,-1.1284105883565543,0.07758319207869169,0.04943710575693119,1.097198731726044,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,0.8710234498419569,,1.128976550158043,0.06885896311699365,-0.147859875370829,0.8685388485450791,,43.55117249209785,
4.245264731347561,velocity_2mps_window_01_A_to_B,velocity,1.2129722321406007,E_vel,1,52.425996016644575,16.33537511183784,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,54.035926818847656,16.271875381469727,10.116209030151367,-1.150929171811989,0.14103230002470696,0.19700501531461848,1.1729253538679025,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,0.8404959135598982,,1.1595040864401018,0.008851085063090958,-0.14503732250892476,0.9911193150907468,,42.02479567799491,
4.346082308329642,velocity_2mps_window_01_A_to_B,velocity,1.313630708027631,E_vel,1,52.21239234870696,16.36320620863753,10.0,-2.1220634035561834,0.27649034574021936,0.0,3.0120293728039598,53.907920837402344,16.293519973754883,10.123093605041504,-1.2201903281562445,0.22179680108078353,0.20320084715477876,1.2429915489779133,-4.497104772603265,23.752065768417364,3.0120293728039598,2.0,,0.7613804135661324,,1.2386195864338676,-0.062287863971294155,-0.1499619856428472,1.1208489082990265,,38.06902067830662,
