index,x,y,z
0,53.86560233966944,22.07533892661529,10.0
1,49.37686073033998,26.323609149857322,10.0
2,43.24832190005958,27.12211583784174,10.0
3,37.82087938062182,24.165856576002604,10.0
4,35.16763174246557,18.58402192280579,10.0
5,36.30202940279614,12.508682996190498,10.0
6,40.790771012125596,8.260412772948467,10.0
7,46.919309842405994,7.461906084964049,10.0
8,52.34675236184375,10.418165346803184,10.0
9,55.0,15.999999999999998,10.0
